userName,score,tanggal,appVersion,ulasan,sentimen
Pengguna Google,1,05/13/2026 4:07,4.16.1,aplikasi nya ngerepotin tiap keluar tiba suruh login lagi pake nik bikin ribet,negatif
Pengguna Google,5,05/13/2026 4:04,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/13/2026 4:04,4.16.1,baik sekali,positif
Pengguna Google,1,05/13/2026 4:02,4.16.1,yang susah tetap susah yang mudah jadi susah,negatif
Pengguna Google,5,05/13/2026 3:56,4.16.1,kenapa jadwal kontrol saat mengambil antrian online tertulis dijkn desember sedangkan jadwal kontrol januari saat mendaftar online ada keterangan dokter tidak tersedia dan gagal tapi syukurlah aplikasi jkn sudah bisa screenshot,negatif
Pengguna Google,5,05/13/2026 3:55,4.16.1,sangat membantu efisien waktu,negatif
Pengguna Google,5,05/13/2026 3:52,4.16.1,alhamdulillah sangat membantu masyarakat,negatif
Pengguna Google,1,05/13/2026 3:51,4.16.1,dari tahun sampe sekarang sama aja gak ada perubahan tetep susah daftar nya disuruh pake apk ini tapi apk nya aja gblk nyusahin orang mau berobat aja,negatif
Pengguna Google,5,05/13/2026 3:51,4.16.1,bagus,positif
Pengguna Google,5,05/13/2026 3:51,4.16.1,sangat membantu,negatif
Pengguna Google,1,05/13/2026 3:48,4.16.1,aplikasi payah mau masuk aja baru kode captcha salah terus padahal mata gue gk minus tuw masukin kodenya,negatif
Pengguna Google,5,05/13/2026 3:40,4.16.1,sangat mudah untuk mengakses bpjs,negatif
Pengguna Google,2,05/13/2026 3:39,4.16.1,kamera miror bikin susah verifikasi,negatif
Pengguna Google,5,05/13/2026 3:38,4.16.1,saya lupa password tapi minta kode verifikasi nya lama banget tolong di perbaiki,negatif
Pengguna Google,1,05/13/2026 3:28,4.16.1,aplikasi apaan ini siapa yang buat aplikasi ini aku dh masukin nomor hp gk bisa mulu permintaan blm dapat di proses padahal email udah masuk semua gas semuanya kasih bintang,negatif
Pengguna Google,5,05/13/2026 3:26,4.16.1,puas,positif
Pengguna Google,5,05/13/2026 3:24,4.16.1,mudahkan dalam hal login min pake sidik jari ngga usah pake pasword suka lupa ama pasword soalnya,positif
Pengguna Google,4,05/13/2026 3:19,4.16.1,bikin pusing selalu setiap mau buka jkn selalu d ada hal baru ini itu,negatif
Pengguna Google,1,05/13/2026 3:17,4.16.1,kenapa kalau habis update aplikasi harus login lagi memangnya login yang kemarin tidak tersimpan dan tiap beberapa bulan harus ganti pin demi keamana memangnya ada orang lain yang mau pakai akun kita buat berobat sedangkan prosedur di rumah sakit saja sudah sebegutu ketatnya mempersulit saja terutama bagi pengguna yang sudah lanjut usia apalagi dengan hp yang seadanya,positif
Pengguna Google,1,05/13/2026 3:11,4.16.1,aplikasi sering keluar sering eror mau login juga susah ditingkatkan lagi aplikasinya sudah make lama tapi tetep seperti itu terus,negatif
Pengguna Google,5,05/13/2026 3:09,4.16.1,membantu sekali ketika sya akan berobat terimakasih,negatif
Pengguna Google,1,05/13/2026 3:09,4.16.1,bukan membantu mempermudah tapi mempersulit,negatif
Pengguna Google,5,05/13/2026 3:01,4.16.1,bermanfaat,negatif
Pengguna Google,1,05/13/2026 2:50,4.16.1,pemerintah kalo buat aplikasi yang kualitasnya bagus dong susah banget loginnya,positif
Pengguna Google,1,05/13/2026 2:45,4.16.1,jkn kenapa sih error terus mending apus aja ini apk apk untk brobat tp mempersulit orang mau brobat,negatif
Pengguna Google,2,05/13/2026 2:43,4.14.0,susah update,negatif
Pengguna Google,1,05/13/2026 2:43,4.16.1,tolong benerin servernya jelek bgt ini mau masuk mobil jkn gak masuk mau berobat ini susah amat,negatif
Pengguna Google,1,05/13/2026 2:38,4.16.1,aplikasi lemot sama ribet orang pada buru mau sehat malah dikasih aplikasi kayak gini tolong diperbaikin ini aplikasi,negatif
Pengguna Google,3,05/13/2026 2:34,4.16.1,aplikasi nya setiap mau daftar gak bisa mulu,negatif
Pengguna Google,3,05/13/2026 2:22,4.16.1,coba daftar lewat aplikasi sehari sebelumnya tapi ga bisa masa jawabannya jadwal dokter belum tersedia padahal disitu ada pilihan jamnya tapi pas diklik pilihan jamnya ko malahan jadwal dokter tidak tersedia dicoba dari pagi sampe sore masih sama aja ga membantu memudahkan jadi ujung nya harus daftar lama dirsnya,negatif
Pengguna Google,1,05/13/2026 2:22,4.16.1,aplikasinya nyuruh ganti pin mulu bikin lupa user kalau gini caranya,negatif
Pengguna Google,1,05/13/2026 2:20,4.16.1,apk tolol mau log in ulang juga ribet lol,negatif
Pengguna Google,1,05/13/2026 2:15,4.16.1,seperti biasa aplikasi buatan negara ini sangat sampah sekali,negatif
Pengguna Google,1,05/13/2026 2:09,4.16.1,memang anj apk ini,negatif
Pengguna Google,1,05/13/2026 2:02,4.16.1,ini aplikasi apaan sih masa masukin no hp notif sms nya gak ada udh di ulang ulang seharian masih aja gak bisa mana perlu buat jadwal kontrol klo bikin aplikasi tuh harus nya permudah jgn bikin sulit,negatif
Pengguna Google,1,05/13/2026 2:01,4.16.1,susah banget mau verifikasi juga mau berobat malah dipersulit hadeuhhhhb,negatif
Pengguna Google,1,05/13/2026 1:57,4.16.1,aplikasinya eror atau gimana ini kok ga bisa di buka force close terus,negatif
Pengguna Google,5,05/13/2026 1:54,4.16.1,semoga semakin lebih baik,positif
Pengguna Google,5,05/13/2026 1:54,4.13.1,baik,positif
Pengguna Google,1,05/13/2026 1:54,4.16.1,banyak erornya ga becus yg buat aplikasi harusnya dengan banyak eror server penuh dan bug sering diatasi agar mempermudah pengguna ini seperti aplikasi formalitas doang,negatif
Pengguna Google,5,05/13/2026 1:52,4.15.0,bagus,positif
Pengguna Google,2,05/13/2026 1:49,4.16.1,masuk mobile jkn sush banget ya ngak bisa kalau ngak pas rekam wajah nungguin kode nya aq nyoba masuk bukan sekali dua kali lo ya hampir kali ttp aj ngk bisa,negatif
Pengguna Google,5,05/13/2026 1:47,4.16.1,aplikasinya ribett banyak kendala dari dulu sampe sekarang sama aja aplikasi paling gagal sepanjang sejarah force close terus loading sampai lebaran monyet tiap update bukannya bener malah makin rusak jangan download ini kalau gak mau darah tinggi shame on youu makan tuh bintang,negatif
Pengguna Google,5,05/13/2026 1:46,4.16.1,sangat membantu,negatif
Pengguna Google,1,05/13/2026 1:42,4.16.1,kenapa putih aja layarnya,negatif
Pengguna Google,5,05/13/2026 1:36,4.16.1,terima kasih bagus sekali aplikasi ini,positif
Pengguna Google,5,05/13/2026 1:31,4.16.1,bgus ada nya aplikasi ini kadang suka harus d daptar ulang,positif
Pengguna Google,5,05/13/2026 1:28,4.16.1,mantapp,positif
Pengguna Google,1,05/13/2026 1:25,4.16.1,ini gimana kok eror mau daftar,negatif
Pengguna Google,1,05/13/2026 1:24,4.16.1,tiap update akun nya selalu keluar,negatif
Pengguna Google,2,05/13/2026 1:21,4.16.1,servernya masih sering down tiap mau ngambil antrean ga biea mulu disuruh coba nanti tolong diperbaiki,positif
Pengguna Google,5,05/13/2026 1:14,4.15.0,karna sudah mendapatkan respon dari kantor bpjs meskipun harus bolak balik selama hari dan akhirnya berhasil dapat registrasi ok saya tambah bintangnya smoga makin lbih baik lg kedepannya,negatif
Pengguna Google,1,05/13/2026 1:13,4.16.1,dipersulit mulu pakenya,negatif
Pengguna Google,4,05/13/2026 1:10,4.16.1,baik,positif
Pengguna Google,1,05/13/2026 1:04,4.16.1,masyarakat mau berobat malah di persulit,negatif
Pengguna Google,1,05/13/2026 0:59,4.16.1,gajelas mau ambil antrian malah tulisan nya anda belum memiliki rujukan atau surat dokter padahal secara fisik surat rujukan ada dan belum habis tanggal nya kemarin mau ambil antrian bisa knp skrng gabisa pas mau ubah jadwal antrian saya butuh obat banget ini karena gabisa putus obat tb sehari aduhhh,negatif
Pengguna Google,5,05/13/2026 0:57,4.16.1,bagus,positif
Pengguna Google,5,05/13/2026 0:53,4.16.1,mudh di akses,negatif
Pengguna Google,3,05/13/2026 0:52,2.7.0,loginnya gak bisa di pencet trus mau login gimana ini min,negatif
Pengguna Google,1,05/13/2026 0:51,4.16.1,aplikasi gk guna kita udah ambil antrian ujung ujung nya dri dokternya sendiri yg atur jadwal,negatif
Pengguna Google,1,05/13/2026 0:47,4.16.1,apaan applikasi ini istri saya sdah ambil antrian eh pas sampe di rumah sakit di tolak lagi,negatif
Pengguna Google,1,05/13/2026 0:43,4.16.1,jelek tdk bisa login hr mau konsul gabisaaaa udh dicoba berkala,negatif
Pengguna Google,1,05/13/2026 0:42,4.16.1,tolong perbaikilah aplikasi nya kenapa melarang screenshot orang kesulitan kalau mau menyimpan pin nya kalau screenshot saja di halangi,positif
Pengguna Google,1,05/13/2026 0:27,4.16.1,setelah update kok malah error,negatif
Pengguna Google,5,05/13/2026 0:25,4.14.0,sangat mudah dan membantu,negatif
Pengguna Google,5,05/13/2026 0:25,4.16.1,mintak mohon semoga cepat ngk lambat,negatif
Pengguna Google,5,05/13/2026 0:22,4.16.1,mantap,positif
Pengguna Google,5,05/13/2026 0:11,4.16.1,okke,negatif
Pengguna Google,5,05/13/2026 0:02,4.16.1,luar biasa,negatif
Pengguna Google,5,05/12/2026 23:59,4.16.1,mantap,positif
Pengguna Google,2,05/12/2026 23:55,4.16.1,masih dengan ciri khas aplikasi pemerintah anggaran besar tapi aplikasi busukkk,negatif
Pengguna Google,5,05/12/2026 23:38,4.16.1,pelayanannya bagus,positif
Pengguna Google,5,05/12/2026 23:38,4.16.1,bagus,positif
Pengguna Google,5,05/12/2026 23:13,4.16.1,aplikasi ini sangat bagus,positif
Pengguna Google,5,05/12/2026 23:13,4.16.1,memudahkan,negatif
Pengguna Google,5,05/12/2026 22:37,4.16.1,cukup membantu terimakasih,negatif
Pengguna Google,5,05/12/2026 22:27,4.16.1,mobile jkn sangat membantu dalam pengadminitrasian,negatif
Pengguna Google,5,05/12/2026 22:19,4.16.1,puas banget,positif
Pengguna Google,1,05/12/2026 21:41,4.16.1,tolong kembalikan akun bisa ngambil nomor antrian untuk dirinya dan satu kk nya masa harus buat semua lagi masa harus orang tua lagi buat akun sih sebelumnya sudah bagus ini mala disuruh buat satu persatu akun,positif
Pengguna Google,5,05/12/2026 21:28,4.16.1,sangat puas,positif
Pengguna Google,5,05/12/2026 20:53,4.5.1,sangat membantu untuk berobat dll,negatif
Pengguna Google,1,05/12/2026 20:05,4.16.1,mau daftar sulitnya minta ampun data tidak sama dengan dukcapil padahl udah sesuai ktp pertama verifikasi mukanya yang gagal trus kesalahan sistem mulu terakhir gak bisa daftar lagi,positif
Pengguna Google,5,05/12/2026 19:47,4.16.0,sangat bermanfaat dan menambah wawasan,negatif
Pengguna Google,1,05/12/2026 18:57,4.16.1,mempersulit,negatif
Pengguna Google,4,05/12/2026 17:53,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/12/2026 17:47,4.16.1,sangat membantu kami memudahkan dalam mengetahui proses kesehatan keluarga kami terima kasih jkn mobile,negatif
Pengguna Google,5,05/12/2026 17:43,4.16.1,bagus pelayanannya,positif
Pengguna Google,5,05/12/2026 17:22,4.16.1,bagus aja lah,positif
Pengguna Google,5,05/12/2026 17:12,4.16.1,sangat membantu dan mempermudah dalam segala urusan mengenai kesehatan masyarakat,negatif
Pengguna Google,1,05/12/2026 16:40,4.16.1,aplikasi ga guna pas daftar inquality dukcapil segala mempersulit orang yang mau berobatt lebih baik ngambil antrian manual walaupun lama daripada pake aplikasi ini,negatif
Pengguna Google,5,05/12/2026 16:37,4.16.1,ok,negatif
Pengguna Google,1,05/12/2026 16:33,4.16.1,kenapa aplikasi ini tidak bisa buat ambil antrian rumah sakit,negatif
Pengguna Google,5,05/12/2026 16:23,4.16.1,kalau tau dari dulu bsa semudah ini gnti kelas sudah dri dlu pas bgt mana lg nganggur,negatif
Pengguna Google,5,05/12/2026 16:22,4.16.1,aplikasi ny bagus mudah,positif
Pengguna Google,5,05/12/2026 16:18,4.16.1,sangat mudah dan membantu,negatif
Pengguna Google,5,05/12/2026 15:52,4.16.1,mantap,positif
Pengguna Google,1,05/12/2026 15:50,4.15.0,sekarang susah mau daftar sampe suami q bulan kemaren g kontrol kuota nya penuh terus,negatif
Pengguna Google,5,05/12/2026 15:20,4.16.1,mantap keren pelayanan baik sekali,positif
Pengguna Google,5,05/12/2026 15:11,4.16.0,sangat membantu,negatif
Pengguna Google,5,05/12/2026 15:05,4.16.1,ulasan bersifat publik publik cukup tau ini apk karya anak anak yang dulunya rajin belajar,negatif
Pengguna Google,1,05/12/2026 15:02,4.16.1,data say error,negatif
Pengguna Google,5,05/12/2026 14:52,4.16.1,mantap,positif
Pengguna Google,5,05/12/2026 14:43,4.16.1,ok proses cepat,positif
Pengguna Google,4,05/12/2026 14:38,4.16.1,mantap,positif
Pengguna Google,5,05/12/2026 14:36,4.16.1,mudah dan efektif,negatif
Pengguna Google,2,05/12/2026 14:36,4.16.1,ribet banget tiba tiba keluar karena sesi habis saat login ribet banget yang email belum terdaftar yang nomor belum terdaftar kalau udah login tolong jangan ada sesi berakhir dong kesal banget besok mau kontrol malah dipersulit sama aplikasi ini,negatif
Pengguna Google,5,05/12/2026 14:30,4.16.1,mantaap,negatif
Pengguna Google,1,05/12/2026 14:24,4.16.1,app yang mempersulit ini mau daftar aja ribet banget masukin nik pun bermasalah nunggu otp dikirim juga gk dikirim tolong deh update app nya,negatif
Pengguna Google,2,05/12/2026 14:15,4.16.1,daftar jkn susah dapat otp sms nya padahal no aktif,negatif
Pengguna Google,1,05/12/2026 14:10,4.16.1,aplikasi paling loading paling eror mai daftar masuk aja susah nya minta ampun hadeuh,negatif
Pengguna Google,5,05/12/2026 14:05,4.15.0,kdang ssah dibukanya suruh uptade trus knpa sih mau bukak aja dpersulit,negatif
Pengguna Google,5,05/12/2026 14:03,4.16.1,ok bagus,positif
Pengguna Google,5,05/12/2026 13:58,4.15.0,aplikasi yang sangat membantu,negatif
Pengguna Google,1,05/12/2026 13:55,4.16.1,gajelas mau brobat aja di persulit suruh registrasi online udah download apk nya malah gabisa masuk akun,negatif
Pengguna Google,4,05/12/2026 13:55,4.16.1,baik,positif
Pengguna Google,5,05/12/2026 13:53,4.16.1,praktis mudah digunakan,negatif
Pengguna Google,5,05/12/2026 13:49,4.16.1,alhamdulillah,negatif
Pengguna Google,5,05/12/2026 13:44,4.16.1,siip,negatif
Pengguna Google,1,05/12/2026 13:32,4.16.1,aplikasi nya buruk banget masa salah mlu cuman mau daftar kesehatan aja ribet begini buruk lah aplikasi pemerintah tuh,negatif
Pengguna Google,5,05/12/2026 13:09,4.16.1,mantaaaappp,negatif
Pengguna Google,1,05/12/2026 13:09,4.13.1,keseringan update aplikas dan akun sering keluar sendiri kalau tidak buka jkn sebulan aja tiba akun keluar dan harus masuk ulang pakai no bpjs,negatif
Pengguna Google,5,05/12/2026 13:04,4.16.1,sengaja ngasih bintang biar kebaca mau ambil no antri aja ribet bngt buat apa adain aplikasi online kek gini kalo mempersulit aja ribet amat tiap kau ambil antri dsni malah gak pernh bisa gak guna aplikasi,negatif
Pengguna Google,5,05/12/2026 12:59,4.16.1,semuanyaa baguuss,negatif
Pengguna Google,1,05/12/2026 12:56,4.16.1,kenapa sih apk ini harus masuk ulang terus dalam sebulan ini udah kali saya harus masuk dengan mengisi nik dan kata sandi lagi merepotkan sekali terutama untuk para lansia ini sangat merepotkan cobalah dipermudah kalo sdh masuk sekali ya tetap saja begitu tidak ada lagi notif yang bilang anda sudah kadaluarsa login di versi ini,negatif
Pengguna Google,5,05/12/2026 12:42,4.16.1,ok,negatif
Pengguna Google,5,05/12/2026 12:38,4.16.1,dengan apk jkn mobil bisa mempermudah segala proses kesehatan,negatif
Pengguna Google,1,05/12/2026 12:31,4.16.1,ini kenapa ya saya mau daftarin mobile jkn ibu saya kok dibuat susah udah berkali ketik captca error terus pas ketiban mau verifikasi wajah ibu saya malah di persulit bilangnya tidak sesuai yaelah ibu saya udah tua begini verifikasi wajah aja dipersulit gimana sih orang mau ngeprint biar bisa berobat kok malah dipersulit orang udah tua masih dipersulit tolong dipermudah jangan bertele tele deh ribet amat sih,negatif
Pengguna Google,1,05/12/2026 12:27,4.16.1,gajelas bgtt gabisa masuk atau daftar susah bgt,negatif
Pengguna Google,1,05/12/2026 12:24,4.16.1,aplikasi remek,negatif
Pengguna Google,1,05/12/2026 12:23,4.16.1,aplikasi sngat tidak berguna saya minta d kirim kode otp krna lupa kata sandi tidak d kirim dasar membagongkan,negatif
Pengguna Google,1,05/12/2026 12:17,4.16.1,susah daftarnya eror terus,negatif
Pengguna Google,5,05/12/2026 11:56,4.16.1,good,negatif
Pengguna Google,5,05/12/2026 11:54,4.16.1,bagus sangat memuaskan,positif
Pengguna Google,4,05/12/2026 11:52,4.16.1,agak lemot mungkin juga data saya agak tipis terimakasih,negatif
Pengguna Google,1,05/12/2026 11:48,4.16.1,aplikasi menyengsarakan tidak bisa di gunakan sama sekali,negatif
Pengguna Google,1,05/12/2026 11:37,4.16.1,emang ngeselin kali bah mau ganti no hp aja susah nya mnta ampun data nya udah terisi lengkap malah gagal trus terverifikasi,negatif
Pengguna Google,5,05/12/2026 11:27,4.16.1,sangat membantu utk meringankan oranglain,negatif
Pengguna Google,5,05/12/2026 11:27,4.16.1,tolong di perbaiki lg mau daftar di persulit sms gk masuk masuk pake jaringan wifi gk bisa pake data juga gk bisa padahal sinyal bagus jangan di persulit dong,positif
Pengguna Google,1,05/12/2026 11:27,4.16.1,jelek bukan nya mempermudah malah mempersulit,negatif
Pengguna Google,5,05/12/2026 11:27,4.16.1,membantu,negatif
Pengguna Google,5,05/12/2026 11:20,4.16.1,sangat bagus dan membantu,positif
Pengguna Google,1,05/12/2026 11:09,4.16.1,ga jelas apk ga guna ga bisa daftar sama sskali otp ga masuk lolll,negatif
Pengguna Google,5,05/12/2026 11:02,4.16.1,sangat baik jika mengerti untuk menggunakannya,positif
Pengguna Google,5,05/12/2026 10:43,4.16.1,suka minta update ulang,positif
Pengguna Google,1,05/12/2026 10:35,4.16.1,gajelas sialan setiap mau ambil antrean suruh daftar ulang ribet bangett dimana mana kalo udan sekali daftar ya gausah di suruh daftar ulang bikin ribet pengguna nyusahin bgtt,negatif
Pengguna Google,1,05/12/2026 10:34,4.16.1,apa banget mau daftar aja dipersulit pas masukin captcha nya ini lahh itu lahhh kalo niatnya mempermudah masyarakat ya jangan banyak ina inu lahhh buat apaan ni apk klo serba depersulit,negatif
Pengguna Google,2,05/12/2026 10:11,4.16.1,tolong ubah dari verifikasi sms ke whatsapp saja sms juga gak pernah terkirim bahkan nomor dengan isi pulsa rb gada pesan verifikasi masuk menyulitkan,negatif
Pengguna Google,5,05/12/2026 10:09,4.16.1,pelayanan cepat praktis mudah dimengerti sangat membantu,positif
Pengguna Google,1,05/12/2026 10:03,4.16.1,apk ga jelas kode captha uda bener ttp aja salah kocak apk gak bermanfaat,negatif
Pengguna Google,5,05/12/2026 9:57,4.16.1,ok ini bintang lima mudah an di permudah untuk pendaftaran,negatif
Pengguna Google,5,05/12/2026 9:50,4.15.0,bagus,positif
Pengguna Google,5,05/12/2026 9:49,4.16.1,sangat membantu,negatif
Pengguna Google,1,05/12/2026 9:38,4.16.1,aplikasi nya berbelit suaah buat daftar masuk aja jga aduh,negatif
Pengguna Google,1,05/12/2026 9:37,4.16.1,aplikasi busuk sering bnget tbtb gak isa dibuka dg keterangan sedang offline trs,negatif
Pengguna Google,1,05/12/2026 9:29,4.16.1,susah amat masuk masak terus aja gagal daftar perbaiki lah aplikasi y biar enak,positif
Pengguna Google,2,05/12/2026 9:27,4.16.1,bukan nya lebih cepat malah makin lama udah tau sakit di suruh ngantri lama,negatif
Pengguna Google,5,05/12/2026 9:23,4.14.0,ok,negatif
Pengguna Google,1,05/12/2026 9:21,4.16.1,mau daftar aja di persulit woiiiiii,negatif
Pengguna Google,5,05/12/2026 9:15,4.16.1,mantab,negatif
Pengguna Google,5,05/12/2026 9:02,4.16.1,keren,positif
Pengguna Google,3,05/12/2026 8:59,4.16.0,aneh,negatif
Pengguna Google,5,05/12/2026 8:53,4.16.1,aplikasinya sangat membantu,negatif
Pengguna Google,5,05/12/2026 8:53,4.16.1,top,positif
Pengguna Google,1,05/12/2026 8:39,4.16.1,seperti biasa aplikasi dari pemerintahan selalu bikin emosi,negatif
Pengguna Google,1,05/12/2026 8:37,4.16.1,sejak update aplikasi jadi busuk bgt verifikasi data aja susah bgt kode verifikasi aja ga nongol tolong cepat di perbaiki,positif
Pengguna Google,5,05/12/2026 8:36,4.13.1,kenap perbarui terus yaa,negatif
Pengguna Google,5,05/12/2026 8:25,4.16.1,tuh makan bintang apk ga jelas daftar aja susah bangettt,negatif
Pengguna Google,5,05/12/2026 8:21,4.16.1,ini gmn si mau daftar aja sush bngt mau verifikasi rekam kamera aja gagal mulu heran smpe emosi sndri susu bngt buat masuk aja,negatif
Pengguna Google,5,05/12/2026 8:18,4.16.1,ok mantabbbbbb,negatif
Pengguna Google,5,05/12/2026 8:18,4.16.1,serba mudah makasih,negatif
Pengguna Google,5,05/12/2026 8:14,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/12/2026 8:11,4.16.1,sangat bagus,positif
Pengguna Google,5,05/12/2026 8:08,4.16.0,pelayanan baik semuanya ramah ramah,positif
Pengguna Google,5,05/12/2026 8:05,4.16.1,bagusss,positif
Pengguna Google,1,05/12/2026 8:01,4.16.1,mau ubah data pake drama lagi kirim foto eror terus,negatif
Pengguna Google,5,05/12/2026 7:54,4.16.1,pelayanan yg terbaik,positif
Pengguna Google,1,05/12/2026 7:49,4.16.1,bobrok banget ini aplikasi melakukan pengajuan antrian kok gagal terus,negatif
Pengguna Google,1,05/12/2026 7:47,4.16.1,ribet aplikasi nya ganti no hp harus upload foto yg lucu upload foto ukuran mb gagal mulu parah sekelas negara aplikasi nya macam begini,negatif
Pengguna Google,1,05/12/2026 7:41,4.16.1,aplikasi jelek banget sering kali logout sendiri tiap kali login susahnya minta ampun percuma bikin aplikasi kayak gini hapus aja oee bikin orang esmosi aja,negatif
Pengguna Google,5,05/12/2026 7:36,4.16.1,good,negatif
Pengguna Google,1,05/12/2026 7:32,4.16.1,pokoknya kecewa,negatif
Pengguna Google,1,05/12/2026 7:31,4.16.1,apk rusakkkkkk,negatif
Pengguna Google,5,05/12/2026 7:24,4.16.1,kali upgrade tapi ga bisa bisa,negatif
Pengguna Google,5,05/12/2026 7:13,4.16.1,bagus tapi cara verifikasi nya gimana,positif
Pengguna Google,2,05/12/2026 7:10,4.16.1,mau daftar nomor antrian arahkan ke skrining dulu masuk halaman skrining error terus buset ini tiap bulan bayar lagi,negatif
Pengguna Google,4,05/12/2026 6:57,4.16.1,ok,negatif
Pengguna Google,1,05/12/2026 6:43,4.16.1,kode otp via sms tidak dikirim kirim,negatif
Pengguna Google,5,05/12/2026 6:39,4.16.1,so far oke sih di hp aku nambah anggota baru juga gampang sehari langsung jadi sangat membantu dibandingkan harus ke kantornya langsung,positif
Pengguna Google,5,05/12/2026 6:39,4.16.1,gampang mengerti,negatif
Pengguna Google,5,05/12/2026 6:33,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/12/2026 6:32,4.16.1,baik,positif
Pengguna Google,5,05/12/2026 6:22,4.12.0,upgrade melulu,negatif
Pengguna Google,1,05/12/2026 6:17,4.16.1,kalo bisa akun yang sudah masuk jangan di logout otomatis saya mau masuk jadi susah lagi padahal email dan nomor hp sudah benar mohon diperbaiki lagi,positif
Pengguna Google,5,05/12/2026 6:11,4.16.1,mantap dimudahkan,positif
Pengguna Google,1,05/12/2026 6:07,4.16.1,jelek tida bisa daptar antrian online,negatif
Pengguna Google,3,05/12/2026 6:05,4.16.1,kode otp nya lelett bngtt gk datang datang no aktif pulsa bnyk tetap gk bisa nomor baru juga padahal,negatif
Pengguna Google,2,05/12/2026 5:58,4.16.1,nyusahin log out mulu benerin napa tiap buka aplikasi minta login kalo gabawa ktp gmn coba,negatif
Pengguna Google,1,05/12/2026 5:53,4.16.1,app jelek daftar aja susah verifikasi muka selalu ga akurat gimana mau pakai fitur fitur nya kalau daftar aja gabisa ui ux jelek,negatif
Pengguna Google,5,05/12/2026 5:43,4.16.1,sangat berkesan,negatif
Pengguna Google,5,05/12/2026 5:41,4.16.1,joss apk nya,negatif
Pengguna Google,1,05/12/2026 5:35,4.16.1,aplikasi ga guna ruwet,negatif
Pengguna Google,1,05/12/2026 5:35,4.16.1,aplikasi low,negatif
Pengguna Google,5,05/12/2026 5:33,4.16.1,mantep,negatif
Pengguna Google,1,05/12/2026 5:30,4.16.1,monyet kaga bisa,negatif
Pengguna Google,1,05/12/2026 5:27,4.16.1,aplikasi jelek padahal aplikasi pemerintah memalukan,negatif
Pengguna Google,1,05/12/2026 5:24,4.16.1,mau login verifikasi wajah ga bisa terus min kenapa ya error atau gimana ya udah berkali sampai penat terima kasih,negatif
Pengguna Google,1,05/12/2026 5:17,4.16.1,aplikasi pemerintah ga ada yang benar,negatif
Pengguna Google,5,05/12/2026 5:07,4.16.1,sangat di mudahkan dalam pelayanan,negatif
Pengguna Google,5,05/12/2026 5:04,4.16.1,belajar mudah menggunakan,negatif
Pengguna Google,5,05/12/2026 5:00,4.16.1,sangat membantu,negatif
Pengguna Google,3,05/12/2026 4:53,4.9.0,dicontak lupa akun sangat sulit,negatif
Pengguna Google,1,05/12/2026 4:51,4.16.1,aplikasi ngawur co gue mau daftar gabisa krn koneksi internet ga stabil ini padahal kuota banyak wifi juga stabil tapi kenapa gagal mulu yakk coba di benerin nih sistemnya ngawur cook,negatif
Pengguna Google,5,05/12/2026 4:41,4.15.0,mantaaaaap,negatif
Pengguna Google,5,05/12/2026 4:40,4.16.1,bagus tanpa ribet,positif
Pengguna Google,5,05/12/2026 4:39,4.16.1,pelayanannya sangat bagus,positif
Pengguna Google,1,05/12/2026 4:38,4.16.1,mempersulit banget lawak sekali,negatif
Pengguna Google,5,05/12/2026 4:34,4.16.1,istimewa,negatif
Pengguna Google,5,05/12/2026 4:33,4.16.1,alhamdulillah,negatif
Pengguna Google,5,05/12/2026 4:31,4.16.1,mudah dan cepat,positif
Pengguna Google,1,05/12/2026 4:29,4.16.1,mau pindah faskes aja ribet banget harus selfi giliran selfi gagal mulu,negatif
Pengguna Google,5,05/12/2026 4:23,4.16.1,aplikasi edan verifikasi wajah aja harus muter ky orang gila klw ga niat bikin aplikasi ga usah sok an deh,negatif
Pengguna Google,5,05/12/2026 4:16,4.16.1,mantaaap,negatif
Pengguna Google,5,05/12/2026 4:16,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/12/2026 4:07,4.16.1,ok,negatif
Pengguna Google,5,05/12/2026 4:00,4.13.0,sangat membantu n anti ribet,negatif
Pengguna Google,5,05/12/2026 3:53,4.16.1,sangat puas dngn pelayanan aplikasi inj,positif
Pengguna Google,5,05/12/2026 3:45,4.16.1,membantu,negatif
Pengguna Google,5,05/12/2026 3:43,4.16.1,sangat baik dan memuaskan,positif
Pengguna Google,1,05/12/2026 3:31,4.16.1,gabisa login,negatif
Pengguna Google,2,05/12/2026 3:30,4.16.1,email dapet kode sedangkan no telpon ga dapet kode anehh buat daftar aja sulit,negatif
Pengguna Google,4,05/12/2026 3:20,4.16.1,kenapa saya ud skiring tp d save ga bisa bisa akhirnya ga bs daftar online,negatif
Pengguna Google,5,05/12/2026 3:19,4.16.1,bagus sekali terima kasih jkn sudah membantu kelancaran dan kemudahan dalam mengurus administrasi pengobatan dalam menjaga kesehatan kami,positif
Pengguna Google,1,05/12/2026 3:15,4.16.1,mau daftar verifikasi muka ngulang terus,negatif
Pengguna Google,5,05/12/2026 3:10,4.16.1,baik,positif
Pengguna Google,5,05/12/2026 3:09,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/12/2026 3:04,4.16.1,sangat bagus,positif
